Title,Desc_of_movies,IMDB_ID
Psycho ,"As a visually impaired man attempts to rescue his love interest from a serial killer, the dark story behind the murderer's disturbing psyche emerges.",54215
Psychokinesis ,"Suddenly possessed with supernatural powers, a father sets out to help his estranged daughter, who's at risk of losing everything she's lived for.",No ID found
The Public ,"When the homeless take refuge in a city library during a cold front, their demonstration sparks a standoff with local police and a fiery negotiator.",3294746
Puerto Ricans in Paris ,New York police detectives Luis and Eddie experience culture shock and adventure when they head to Paris to track down a stolen couture handbag.,3730510
Pulang ,"Thom tells her grandson about his grandfather, a sailor who left 61 years ago to seek his fortune, and asks him to find out what happened to her spouse.",8595708
Pulp Fiction ,"Quentin Tarantino's stylized crime caper weaves together stories featuring a burger-loving hit man, his philosophical partner and a washed-up boxer.",110912
Pup Star: Better 2Gether , Returning Pup Star champ Tiny has her Yorkie paws full after an evil rival replaces her with street dog Scrappy during the national competition.,6357074
Puriyatha Puthir (Puriyaadha Pudhir) ,An aspiring music director begins to receive voyeuristic footage of his girlfriend from her apparent stalker as tragedy strikes those around him.,3407614
The Pursuit of Happyness ," When Chris and his son are evicted, they face trying times as a desperate Chris accepts an unpaid internship at a stock brokerage firm.",454921
Push , Telekinetic Nick Gant and clairvoyant Cassie Holmes join forces to find a psychic who can help them destroy a shadowy agency called the Division.,465580
Puss in Book: Trapped in an Epic Tale ,"After tumbling into a magic storybook, Puss in Boots must fight, dance and romance his way through wild adventures as he searches for an escape.",7042082
Puss in Boots ," Voiced by Antonio Banderas, the dauntless feline of legend goes on an animated adventure to purloin a priceless golden-egg-laying goose.",No ID found
Pyaar Ka Punchnama 2 , Three young bachelors find the reality of relationships to be far removed from the idea of true romance that they had once pursued.,4430136
Pyaar Ke Side Effects ,"A commitment-phobe agrees to marry his girlfriend, setting in motion a series of hilarious mishaps that has him questioning what he got himself into.",480572
Pyar Ke Do Pal ,"Twins separated by a court order meet at camp and decide to reunite their parents, unaware of the dark secret that drove them apart years before.",358053
Q Ball ,"At San Quentin State Prison, hardened convicts take their shots at redemption while navigating personal struggles by bonding through basketball.",10254986
Qarib Qarib Singlle ,"After reluctantly joining a dating app, a 35-year-old widow accompanies an easygoing poet on a trip to visit three of his exes.",7399470
Qila ,"When an abusive landowner is murdered, his twin brother sets out to find the killer but quickly discovers that everyone, it seems, wanted him dead.",286907
Qismat ,"A young villager moves to Chandigarh and falls for his bubbly neighbor, but their love story is affected by several heartbreaking twists of fate.",8665634
The Quake ,No one believes a shell-shocked scientist who's convinced a massive earthquake is about to hit Oslo.,6523720
Queen ," Dumped by her fiancé, a sheltered young woman decides to go on her honeymoon to Europe alone, embarking on an exhilarating journey of self-discovery.",No ID found
The Queen ,"From wartime drafts to evening gowns, this candid time capsule documents a 1967 beauty pageant that offers an inside look at competitive drag.",436697
Quién te cantará ,"When a near-drowning leaves a famous singer from the '90s with amnesia, she hires a karaoke singer who can imitate her to prep her for a comeback tour.",6485304
Quincy ,"This documentary profiles music and culture icon Quincy Jones, offering unprecedented access to his private life and stories from his unparalleled career.",74042
R.K.Nagar , Things look up for a Chennai man struggling to make ends meet when he falls for a politician's daughter -- until he gets entangled in a murder case.,7748196
Raajneeti ,"When the American-educated scion of a powerful Indian family returns to the subcontinent, his first taste of power starts him down a corrupt path.",1291465
Raat Akeli Hai ,"When a newly married landlord is murdered, a misfit cop's investigation is complicated by the victim's secretive family and his own conflicted heart.",12567088
Race ,The plot thickens around two horse-racing competitors when three beautiful women come into their lives and a murder is committed.,No ID found
Race 2 ,"In this sequel set in the world of horse racing, half-brothers Ranvir and Rajiv Singh return for another complex tale of love, greed and violence.",1375789
The Rachel Divide ,"Rachel Dolezal, her family and her critics reckon with the aftermath of a national debate sparked by questions about her racial identity.",8106570
Raees ,"After street smart kid Raees rises to become Gujarat's bootlegging king in the 1980s, he tries to balance his life of crime with helping his people.",3405236
Rafinha Bastos: Ultimatum ,"An off-color joke nearly cost him everything. Brazilian comic Rafinha Bastos talks about that and much more, from his divorce to finding love again.",9038520
Ragini MMS ,A couple out to have a sensuous weekend at a house outside of Mumbai finds it rigged with surveillance cameras and occupied by an evil entity.,No ID found
Ragini MMS 2 ,The horror continues when Ragini's video goes viral and a sleazy director decides to make a movie about the incident in the original house.,2609218
Ragnarok ,"In a Norwegian town poisoned by pollution and rattled by melting glaciers, the End Times feel all too real. It'll take a legend to battle an old evil.",No ID found
Rainbow Jelly ,"Mistreated by his cruel uncle, an imaginative orphan with autism sees hope when a fairy vows to change his life with a week of enchanted recipes.",No ID found
Rainbow Time ,"A developmentally disabled man obsessed with the Fonz, guns and all things kinky poses a challenge for his arrogant brother when he moves in with him.",5167174
Raising the Bar ,A teenager who gave up her spot in an elite U.S. gymnastics program when her family moved to Australia enters a competition to help a new friend.,5274066
Raja Natwarlal ,A small-time con man assembles a team to help him avenge the death of his partner-in-crime at the hands of a powerful gangster.,3483712
Rajma Chawal ,"Hoping to revive his relationship with his resentful millennial son, an internet-rookie widower assumes the online persona of a young woman.",No ID found
Rajnigandha ,"A grad student leaves her boyfriend in Delhi for a job interview in Mumbai, where she reconnects with an old flame for whom she still has feelings.",72064
Rakkhosh ,An asylum patient's troubled past threatens his grasp on reality as fellow hospital residents begin disappearing at the hands of an unknown entity.,6018556
Ralph Breaks the Internet: Wreck-It Ralph 2 ,"When video-game bad guy Ralph and best friend Vanellope discover a way onto the internet, they set off on a mission to save her broken game.",5848272
